 
L 3729 CI,00055,Biru,RAIZE,1.0 G CVT,2021,24/07/2025,1196000,0,179000,0,143000,0,50000,50000,80000
L 4574 EE,00056,Biru,BRIO,1.2 RS CVT,2023,26/02/2024,807000,0,121000,0,143000,0,50000,50000,80000
L 4280 CC,00057,Putih,FORTUNER,2.4 VRZ A/T,2015,06/05/2027,3379000,0,507000,0,143000,0,50000,50000,80000
L 5140 FF,00058,Kuning,AYLA,1.0 X MT,2016,26/03/2027,463000,0,69000,0,143000,0,50000,50000,80000
L 728 WY,00059,Maroon,AYLA,1.0 X MT,2023,13/01/2028,613000,0,92000,0,143000,0,50000,50000,80000
L 3229 EG,00060,Coklat,MOBILIO,1.5 E CVT,2020,04/10/2025,1115000,0,167000,0,143000,0,50000,50000,80000
L 2042 XY,00061,Maroon,LEXI,125 LX,2019,16/04/2026,392000,0,59000,0,35000,0,50000,25000,60000
L 4845 HK,00062,Maroon,BRIO,1.2 S MT,2021,12/03/2028,848000,0,127000,0,143000,0,50000,50000,80000
L 9325 DI,00063,Merah,DAIHATSU ROCKY,1.0 R CVT,2015,10/08/2025,1027000,0,154000,0,143000,0,50000,50000,80000
L 9503 IM,00064,Hijau,YARIS,1.5 S CVT,2022,15/10/2027,1029000,0,154000,0,143000,0,50000,50000,80000
L 7753 YZ,00065,Orange,XPANDER,1.5 EXCEED MT,2019,21/09/2027,1324000,0,199000,0,143000,0,50000,50000,80000
L 5492 BB,00066,Abu-abu,AEROX,155 S VERSION,2019,09/07/2028,446000,0,67000,0,35000,0,50000,25000,60000
L 401 AF,00067,Putih,AGYA,1.2 GR-S MT,2024,21/07/2026,609000,0,91000,0,143000,0,50000,50000,80000
L 9432 CE,00068,Kuning,JUPITER MX,KING 150,2022,14/05/2025,318000,0,48000,0,35000,0,50000,25000,60000
L 91 BD,00069,Orange,AEROX,155 S VERSION,2017,09/08/2026,418000,0,63000,0,35000,0,50000,25000,60000
L 4083 BF,00070,Maroon,CRV,1.5 TURBO PRESTIGE,2022,23/12/2026,3486000,0,523000,0,143000,0,50000,50000,80000
L 9756 EA,00071,Orange,ADV 160,CBS,2024,23/05/2026,686000,0,103000,0,35000,0,50000,25000,60000
L 8977 FH,00072,Hijau,MFORCE,150,2022,14/06/2025,575000,0,86000,0,35000,0,50000,25000,60000
L 4544 GM,00073,Hijau,RUSH,1.5 G CVT,2019,07/06/2024,1476000,0,221000,0,143000,0,50000,50000,80000
L 3842 DE,00074,Silver,SIGRA,1.0 M MT,2016,04/11/2024,518000,0,78000,0,143000,0,50000,50000,80000
L 2504 WY,00075,Biru,BRIO,1.2 S MT,2021,16/01/2027,725000,0,109000,0,143000,0,50000,50000,80000
L 1021 CG,00076,Hitam,JUPITER MX,KING 150,2024,20/10/2028,421000,0,63000,0,35000,0,50000,25000,60000
L 9433 EI,00077,Kuning,CIVIC,1.5 TC CVT,2019,13/10/2028,3017000,0,453000,0,143000,0,50000,50000,80000
L 6866 HI,00078,Abu-abu,SOUL GT,125 AKS SSS,2024,26/09/2026,263000,0,39000,0,35000,0,50000,25000,60000
L 7141 GI,00079,Silver,INNOVA,2.4 V A/T DIESEL,2021,17/09/2028,2903000,0,435000,0,143000,0,50000,50000,80000
L 2092 JK,00080,Coklat,BRIO,1.2 RS CVT,2024,19/09/2027,775000,0,116000,0,143000,0,50000,50000,80000
L 7023 BH,00081,Merah,NMAX,155 ABS,2015,15/02/2026,510000,0,76000,0,35000,0,50000,25000,60000
L 7450 EB,00082,Kuning,BRIO,1.2 RS CVT,2019,31/05/2025,1066000,0,160000,0,143000,0,50000,50000,80000
L 7706 AC,00083,Abu-abu,BEAT,POP CBS ISS,2020,24/08/2027,158000,0,24000,0,35000,0,50000,25000,60000
L 660 AD,00084,Coklat,NMAX,155 STD,2015,08/11/2024,425000,0,64000,0,35000,0,50000,25000,60000
L 7759 LL,00085,Merah,RAIZE,1.0 G CVT,2022,19/04/2028,998000,0,150000,0,143000,0,50000,50000,80000
L 9927 IM,00086,Silver,XMAX,250 ABS,2016,29/09/2025,715000,0,107000,0,35000,0,50000,25000,60000
L 421 DJ,00087,Abu-abu,BRIO,1.2 RS CVT,2021,04/06/2024,978000,0,147000,0,143000,0,50000,50000,80000
L 3979 BD,00088,Putih,INNOVA,2.0 G A/T,2024,18/06/2028,2487000,0,373000,0,143000,0,50000,50000,80000
L 673 EE,00089,Putih,MOBILIO,1.5 E CVT,2020,02/11/2026,1109000,0,166000,0,143000,0,50000,50000,80000
L 208 FD,00090,Biru,VARIO 160,CBS,2021,25/07/2027,459000,0,69000,0,35000,0,50000,25000,60000
L 7533 WY,00091,Maroon,RAIZE,1.0 GR-S CVT,2023,07/07/2025,1316000,0,197000,0,143000,0,50000,50000,80000
L 8818 GH,00092,Merah,DAIHATSU ROCKY,1.0 R CVT,2024,22/10/2025,1310000,0,196000,0,143000,0,50000,50000,80000
L 1420 DF,00093,Coklat,AEROX,155 S VERSION,2022,03/06/2027,536000,0,80000,0,35000,0,50000,25000,60000
L 5512 AD,00094,Hijau,INNOVA,2.4 V A/T DIESEL,2017,10/03/2025,2777000,0,417000,0,143000,0,50000,50000,80000
L 4233 ED,00095,Orange,VELOZ,1.5 Q CVT,2019,21/01/2024,1796000,0,269000,0,143000,0,50000,50000,80000
L 3131 BA,00096,Orange,BRIO,1.2 S MT,2022,01/04/2028,662000,0,99000,0,143000,0,50000,50000,80000
L 7801 KK,00097,Putih,ADV 160,CBS,2015,25/08/2025,544000,0,82000,0,35000,0,50000,25000,60000
L 3987 DJ,00098,Orange,CIVIC,1.5 TC CVT,2022,23/12/2026,2469000,0,370000,0,143000,0,50000,50000,80000
L 9018 EC,00099,Merah,YARIS,1.5 S CVT,2019,29/05/2025,1036000,0,155000,0,143000,0,50000,50000,80000
L 3156 EA,00100,Abu-abu,SIGRA,1.0 M MT,2017,19/03/2025,630000,0,94000,0,143000,0,50000,50000,80000
L 4531 XY,00101,Coklat,HR-V,1.5 E CVT,2023,02/08/2025,1863000,0,279000,0,143000,0,50000,50000,80000
L 3181 DH,00102,Hitam,RAIZE,1.0 GR-S CVT,2019,21/12/2027,1276000,0,191000,0,143000,0,50000,50000,80000
L 4495 AF,00103,Silver,SOUL GT,125 AKS SSS,2019,30/07/2027,335000,0,50000,0,35000,0,50000,25000,60000
L 8043 BD,00104,Hijau,FINO,125 PREMIUM,2019,07/09/2026,257000,0,39000,0,35000,0,50000,25000,60000
L 3021 AG,00105,Putih,TEANA,2.5 XV CVT,2022,10/08/2028,1752000,0,263000,0,143000,0,50000,50000,80000
L 8057 AJ,00106,Silver,MOBILIO,1.5 E CVT,2015,01/11/2024,1174000,0,176000,0,143000,0,50000,50000,80000
L 4979 BA,00107,Kuning,VARIO 160,CBS,2023,26/05/2027,414000,0,62000,0,35000,0,50000,25000,60000
L 3698 GM,00108,Coklat,YARIS,1.5 S CVT,2019,28/05/2026,1069000,0,160000,0,143000,0,50000,50000,80000
L 987 JJ,00109,Maroon,VARIO 160,CBS,2018,08/03/2025,363000,0,54000,0,35000,0,50000,25000,60000
L 1331 CA,00110,Silver,SIGRA,1.0 M MT,2016,06/01/2024,557000,0,84000,0,143000,0,50000,50000,80000
L 9730 GG,00111,Merah,RUSH,1.5 G CVT,2019,10/12/2027,1552000,0,233000,0,143000,0,50000,50000,80000
L 1167 MM,00112,Maroon,FORTUNER,2.4 VRZ A/T,2024,04/07/2028,4037000,0,606000,0,143000,0,50000,50000,80000
L 6966 BE,00113,Merah,FREED,1.5 S CVT,2017,19/08/2028,1088000,0,163000,0,143000,0,50000,50000,80000
L 978 CB,00114,Merah,CBR,150R,2024,18/06/2026,630000,0,94000,0,35000,0,50000,25000,60000
L 4983 WX,00115,Orange,FORTUNER,2.4 VRZ A/T,2023,08/10/2026,3383000,0,507000,0,143000,0,50000,50000,80000
L 9799 AF,00116,Coklat,MFORCE,150,2020,27/05/2025,430000,0,64000,0,35000,0,50000,25000,60000
L 3751 LM,00117,Hitam,FINO,125 PREMIUM,2024,15/04/2028,280000,0,42000,0,35000,0,50000,25000,60000
L 4416 II,00118,Hijau,HR-V,1.5 E CVT,2017,28/11/2026,1666000,0,250000,0,143000,0,50000,50000,80000
L 4558 CD,00119,Putih,ADV 160,ABS,2022,20/08/2026,633000,0,95000,0,35000,0,50000,25000,60000
L 5461 EB,00120,Biru,TEANA,2.5 XV CVT,2017,23/04/2026,2255000,0,338000,0,143000,0,50000,50000,80000
L 4723 KM,00121,Hijau,SOUL GT,125 AKS SSS,2015,29/06/2024,273000,0,41000,0,35000,0,50000,25000,60000
L 5297 BE,00122,Hitam,JUPITER MX,KING 150,2023,08/09/2027,419000,0,63000,0,35000,0,50000,25000,60000
L 7570 FC,00123,Coklat,AYLA,1.0 X MT,2020,29/03/2028,525000,0,79000,0,143000,0,50000,50000,80000
L 7243 AG,00124,Merah,SIGRA,1.0 M MT,2017,16/06/2026,661000,0,99000,0,143000,0,50000,50000,80000
L 7942 BF,00125,Abu-abu,FREED,1.5 S CVT,2024,24/12/2027,1096000,0,164000,0,143000,0,50000,50000,80000
L 9025 AB,00126,Putih,XPANDER,1.5 EXCEED MT,2018,03/08/2026,1475000,0,221000,0,143000,0,50000,50000,80000
L 2523 GJ,00127,Merah,PCX,160 CBS,2023,30/04/2026,533000,0,80000,0,35000,0,50000,25000,60000
L 7737 DB,00128,Abu-abu,CALYA,1.2 G MT,2021,12/05/2027,632000,0,95000,0,143000,0,50000,50000,80000
L 2237 AI,00129,Biru,CRV,1.5 TURBO PRESTIGE,2021,01/06/2028,2949000,0,442000,0,143000,0,50000,50000,80000
L 43 DG,00130,Maroon,FINO,125 PREMIUM,2024,29/09/2026,299000,0,45000,0,35000,0,50000,25000,60000
L 7317 HI,00131,Orange,INNOVA,2.4 V A/T DIESEL,2023,11/02/2026,2890000,0,434000,0,143000,0,50000,50000,80000
L 5273 CE,00132,Kuning,AEROX,155 S VERSION,2024,23/04/2025,572000,0,86000,0,35000,0,50000,25000,60000
L 6731 AF,00133,Kuning,AGYA,1.2 GR-S MT,2021,21/09/2027,700000,0,105000,0,143000,0,50000,50000,80000
L 2493 GJ,00134,Coklat,VARIO 160,ABS,2023,10/11/2025,503000,0,75000,0,35000,0,50000,25000,60000
L 7214 BC,00135,Silver,YARIS,1.5 S CVT,2015,19/04/2026,1318000,0,198000,0,143000,0,50000,50000,80000
L 2530 AJ,00136,Coklat,FORTUNER,2.4 VRZ A/T,2020,19/11/2027,3330000,0,500000,0,143000,0,50000,50000,80000
L 1316 EC,00137,Biru,SOUL GT,125 AKS SSS,2021,07/07/2027,318000,0,48000,0,35000,0,50000,25000,60000
L 7995 HJ,00138,Maroon,XPANDER,1.5 EXCEED MT,2018,02/11/2027,1462000,0,219000,0,143000,0,50000,50000,80000
L 3728 BB,00139,Hijau,XPANDER,1.5 CROSS CVT,2016,06/12/2024,1691000,0,254000,0,143000,0,50000,50000,80000
L 475 AF,00140,Biru,AVANZA,1.5 G CVT,2019,06/02/2026,971000,0,146000,0,143000,0,50000,50000,80000
L 4001 HH,00141,Silver,MOBILIO,1.5 E CVT,2017,24/12/2024,882000,0,132000,0,143000,0,50000,50000,80000
L 6268 JK,00142,Silver,AGYA,1.2 GR-S MT,2024,20/04/2025,621000,0,93000,0,143000,0,50000,50000,80000
L 4162 FI,00143,Merah,AVANZA,1.5 G MT,2022,19/10/2027,855000,0,128000,0,143000,0,50000,50000,80000
L 1211 FG,00144,Maroon,FINO,125 PREMIUM,2019,18/05/2026,282000,0,42000,0,35000,0,50000,25000,60000
L 7485 DI,00145,Putih,BRIO,1.2 RS CVT,2022,30/04/2025,902000,0,135000,0,143000,0,50000,50000,80000
L 5882 II,00146,Hitam,ERTIGA,1.5 GX AT,2019,26/08/2028,1225000,0,184000,0,143000,0,50000,50000,80000
L 4498 AB,00147,Coklat,MOBILIO,1.5 E CVT,2015,06/03/2028,1049000,0,157000,0,143000,0,50000,50000,80000
L 4690 CJ,00148,Maroon,CIVIC,1.5 TC CVT,2018,24/01/2025,2746000,0,412000,0,143000,0,50000,50000,80000
L 2241 JL,00149,Merah,FREED,1.5 S CVT,2015,03/06/2028,1232000,0,185000,0,143000,0,50000,50000,80000
L 9496 EG,00150,Biru,VARIO 125,CBS ISS,2019,10/03/2028,325000,0,49000,0,35000,0,50000,25000,60000
L 3290 BG,00151,Orange,MIO,M3 125 S,2023,12/07/2025,236000,0,35000,0,35000,0,50000,25000,60000
L 4211 GH,00152,Putih,PCX,160 CBS,2020,17/08/2026,556000,0,83000,0,35000,0,50000,25000,60000
L 2307 CI,00153,Orange,MFORCE,150,2021,19/01/2026,443000,0,66000,0,35000,0,50000,25000,60000
L 6465 AB,00154,Biru,XPANDER,1.5 CROSS CVT,2022,09/10/2027,1724000,0,259000,0,143000,0,50000,50000,80000
L 4296 IJ,00155,Putih,FREED,1.5 S CVT,2020,14/10/2027,1132000,0,170000,0,143000,0,50000,50000,80000
L 411 JK,00156,Coklat,SOUL GT,125 AKS SSS,2020,29/03/2025,311000,0,47000,0,35000,0,50000,25000,60000
L 7607 WX,00157,Silver,BRIO,1.2 S MT,2016,02/04/2024,860000,0,129000,0,143000,0,50000,50000,80000
L 4987 GJ,00158,Silver,RUSH,1.5 G CVT,2023,06/03/2026,1341000,0,201000,0,143000,0,50000,50000,80000
L 8851 FD,00159,Kuning,PAJERO SPORT,2.4 DAKAR 4X4 AT,2017,03/09/2027,3558000,0,534000,0,143000,0,50000,50000,80000
L 8018 JJ,00160,Biru,FORTUNER,2.4 VRZ A/T,2015,20/03/2025,3390000,0,508000,0,143000,0,50000,50000,80000
L 3869 EG,00161,Orange,MOBILIO,1.5 E CVT,2020,13/08/2027,993000,0,149000,0,143000,0,50000,50000,80000
L 6524 DF,00162,Putih,XPANDER,1.5 CROSS CVT,2022,19/09/2027,1402000,0,210000,0,143000,0,50000,50000,80000
L 9784 AC,00163,Silver,INNOVA,2.4 V A/T DIESEL,2018,30/05/2028,3012000,0,452000,0,143000,0,50000,50000,80000
L 1125 HK,00164,Biru,RAIZE,1.0 G CVT,2018,04/05/2028,909000,0,136000,0,143000,0,50000,50000,80000
L 9765 AA,00165,Orange,CALYA,1.2 G MT,2017,28/05/2025,702000,0,105000,0,143000,0,50000,50000,80000
L 1802 KM,00166,Biru,VARIO 160,ABS,2015,05/06/2028,489000,0,73000,0,35000,0,50000,25000,60000
L 9648 EB,00167,Silver,FORTUNER,2.4 VRZ A/T,2015,28/02/2028,3361000,0,504000,0,143000,0,50000,50000,80000
L 1863 AI,00168,Orange,HR-V,1.5 E CVT,2020,30/04/2027,1340000,0,201000,0,143000,0,50000,50000,80000
L 8255 CI,00169,Merah,BEAT,POP CBS ISS,2023,27/07/2026,199000,0,30000,0,35000,0,50000,25000,60000
L 511 AH,00170,Maroon,JUPITER MX,KING 150,2021,09/08/2024,366000,0,55000,0,35000,0,50000,25000,60000
L 7268 AJ,00171,Silver,SCOOPY,STYLISH CBS ISS,2024,14/05/2024,270000,0,40000,0,35000,0,50000,25000,60000
L 9591 HK,00172,Orange,JUPITER MX,KING 150,2024,26/08/2025,361000,0,54000,0,35000,0,50000,25000,60000
L 9920 FF,00173,Maroon,ERTIGA,1.5 GX AT,2016,26/08/2027,1321000,0,198000,0,143000,0,50000,50000,80000
L 9034 XY,00174,Abu-abu,ADV 160,ABS,2022,27/04/2026,631000,0,95000,0,35000,0,50000,25000,60000
L 7431 FB,00175,Kuning,XPANDER,1.5 CROSS CVT,2020,02/10/2025,1674000,0,251000,0,143000,0,50000,50000,80000
L 6133 BJ,00176,Putih,AGYA,1.2 GR-S MT,2016,30/08/2028,530000,0,80000,0,143000,0,50000,50000,80000
L 7076 BC,00177,Orange,MIO,M3 125 S,2017,02/05/2024,217000,0,33000,0,35000,0,50000,25000,60000
L 9202 HL,00178,Biru,XPANDER,1.5 CROSS CVT,2021,24/11/2028,1674000,0,251000,0,143000,0,50000,50000,80000
L 6930 XY,00179,Merah,INNOVA,2.0 G A/T,2024,21/12/2025,1783000,0,267000,0,143000,0,50000,50000,80000
L 8314 CH,00180,Putih,AGYA,1.2 GR-S MT,2018,18/12/2025,713000,0,107000,0,143000,0,50000,50000,80000
L 6023 BE,00181,Kuning,FINO,125 PREMIUM,2018,26/09/2028,269000,0,40000,0,35000,0,50000,25000,60000
L 9122 AD,00182,Hitam,MOBILIO,1.5 E CVT,2019,04/01/2025,959000,0,144000,0,143000,0,50000,50000,80000
L 5063 ED,00183,Coklat,RAIZE,1.0 GR-S CVT,2017,08/09/2027,1212000,0,182000,0,143000,0,50000,50000,80000
L 2325 YZ,00184,Orange,AVANZA,1.5 G MT,2016,16/03/2025,800000,0,120000,0,143000,0,50000,50000,80000
L 7433 ED,00185,Coklat,INNOVA,2.0 G A/T,2020,06/05/2027,1768000,0,265000,0,143000,0,50000,50000,80000
L 862 BJ,00186,Maroon,VELOZ,1.5 Q CVT,2015,16/06/2024,1630000,0,244000,0,143000,0,50000,50000,80000
L 6948 GI,00187,Abu-abu,BRIO,1.2 S MT,2019,26/03/2028,738000,0,111000,0,143000,0,50000,50000,80000
L 5656 FF,00188,Hijau,MOBILIO,1.5 E CVT,2024,15/12/2026,1117000,0,168000,0,143000,0,50000,50000,80000
L 745 CI,00189,Hitam,VELOZ,1.5 Q CVT,2015,22/02/2025,1650000,0,248000,0,143000,0,50000,50000,80000
L 3461 BH,00190,Putih,PCX,160 CBS,2020,16/01/2024,472000,0,71000,0,35000,0,50000,25000,60000
L 7056 CC,00191,Orange,SIGRA,1.0 M MT,2018,18/02/2027,651000,0,98000,0,143000,0,50000,50000,80000
L 5803 AJ,00192,Kuning,PAJERO SPORT,2.4 DAKAR 4X4 AT,2015,08/02/2024,4136000,0,620000,0,143000,0,50000,50000,80000
L 1276 EA,00193,Maroon,TERIOS,1.5 X MT,2021,05/05/2026,1062000,0,159000,0,143000,0,50000,50000,80000
L 6637 AC,00194,Hijau,NMAX,155 ABS,2024,30/08/2028,585000,0,88000,0,35000,0,50000,25000,60000
L 5929 BB,00195,Kuning,XPANDER,1.5 CROSS CVT,2018,21/04/2027,1515000,0,227000,0,143000,0,50000,50000,80000
L 1289 FA,00196,Abu-abu,MFORCE,150,2020,13/11/2025,581000,0,87000,0,35000,0,50000,25000,60000
L 1252 GL,00197,Abu-abu,AYLA,1.0 X MT,2023,08/05/2028,495000,0,74000,0,143000,0,50000,50000,80000
L 2420 DA,00198,Silver,FORTUNER,2.4 VRZ A/T,2018,18/05/2027,3007000,0,451000,0,143000,0,50000,50000,80000
L 1235 CC,00199,Hijau,NINJA,ZX-25R SE,2022,25/03/2028,968000,0,145000,0,35000,0,50000,25000,60000
L 9495 FH,00200,Biru,TERIOS,1.5 X MT,2024,04/11/2028,1362000,0,204000,0,143000,0,50000,50000,80000
L 5180 BJ,00201,Maroon,AGYA,1.2 GR-S MT,2022,12/09/2025,701000,0,105000,0,143000,0,50000,50000,80000
L 9690 AH,00202,Hijau,XPANDER,1.5 EXCEED MT,2019,14/07/2026,1038000,0,156000,0,143000,0,50000,50000,80000
L 6042 DG,00203,Coklat,TEANA,2.5 XV CVT,2016,01/05/2027,2106000,0,316000,0,143000,0,50000,50000,80000
L 7582 IJ,00204,Hijau,CRV,1.5 TURBO PRESTIGE,2015,16/07/2028,3020000,0,453000,0,143000,0,50000,50000,80000
L 3085 EB,00205,Hitam,AYLA,1.0 X MT,2017,11/07/2026,446000,0,67000,0,143000,0,50000,50000,80000
L 5627 WZ,00206,Hitam,FREED,1.5 S CVT,2017,22/05/2025,1360000,0,204000,0,143000,0,50000,50000,80000
L 7200 HH,00207,Biru,RAIZE,1.0 GR-S CVT,2020,02/08/2025,1206000,0,181000,0,143000,0,50000,50000,80000
L 5544 LM,00208,Putih,CRV,1.5 TURBO PRESTIGE,2020,06/11/2025,2486000,0,373000,0,143000,0,50000,50000,80000
L 6334 DG,00209,Silver,TEANA,2.5 XV CVT,2024,13/11/2025,1765000,0,265000,0,143000,0,50000,50000,80000
L 2318 EE,00210,Silver,FREED,1.5 S CVT,2021,03/05/2027,1360000,0,204000,0,143000,0,50000,50000,80000
L 1389 DJ,00211,Silver,FREED,1.5 S CVT,2020,04/10/2027,1357000,0,204000,0,143000,0,50000,50000,80000
L 8625 BB,00212,Biru,BRIO,1.2 S MT,2023,07/02/2024,697000,0,105000,0,143000,0,50000,50000,80000
L 2954 CH,00213,Abu-abu,HR-V,1.5 E CVT,2022,08/04/2025,1875000,0,281000,0,143000,0,50000,50000,80000
L 2539 AJ,00214,Orange,CRV,1.5 TURBO PRESTIGE,2016,27/04/2028,2985000,0,448000,0,143000,0,50000,50000,80000
